uuid,dem_education_level,dem_full_time_job,normalized_job_code
161ac630-dec4-0133-0052-0a81e8b09a82,medium,yes,38a15ceadcdd6d4db16a88fa1a72b083
8e363af0-dbca-0133-c0aa-0a81e8b09a82,medium,yes,ac9f868b5c3e7cb3f31bcead5dadeb71
f448b810-d8e7-0133-c08b-0a81e8b09a82,high,no,
88611f40-d961-0133-7f5e-0a81e8b09a82,high,yes,781f5d3a80812531fdc81125a527a626
da77d550-de11-0133-fbbf-0a81e8b09a82,medium,no,
b3ad1450-dcc6-0133-e56e-0a81e8b09a82,medium,no,
540ee480-dd34-0133-486a-0a81e8b09a82,low,yes,3833bd699e7afe4665b595f282da0387
c708bcc0-dcde-0133-674f-0a81e8b09a82,low,no,
542847b0-dcd2-0133-83e7-0a81e8b09a82,medium,yes,970eb38c7b3eb080466052ea994af189
635774f0-dcd2-0133-8444-0a81e8b09a82,medium,no,
d05304d0-dc9d-0133-c6f4-0a81e8b09a82,medium,yes,1a281bf4bd1fe9b2a6e464e508bea167
ea8abe60-d973-0133-fc23-0a81e8b09a82,medium,no,
0b9d5150-da65-0133-35fa-0a81e8b09a82,high,yes,800b621aab5dac18f4caef621fa43a49
ea8fa370-d92f-0133-3da5-0a81e8b09a82,medium,no,
80d90b70-dcdb-0133-70f1-0a81e8b09a82,medium,no,
ea935ac0-da6c-0133-7e7c-0a81e8b09a82,medium,yes,096536ec43ce2a7de73031b271a1c132
54524500-d9c3-0133-f9fd-0a81e8b09a82,low,no,
66e7c300-d950-0133-5a7d-0a81e8b09a82,low,yes,36ac256201657eeaa67ee95aaae3cd54
d0813410-de80-0133-6db9-0a81e8b09a82,low,no,
6ebe0230-d8f2-0133-1798-0a81e8b09a82,medium,yes,477b53ef09d37f098d5ed74f47fcbaec
63bbe0e0-dadc-0133-62c4-0a81e8b09a82,medium,yes,d9e964a222fdd9527319ad88adbfaa2e
9d05e1c0-ddf5-0133-22eb-0a81e8b09a82,high,yes,e49986dae76619a3941d280ee14d38ae
bab56c50-d96e-0133-06f2-0a81e8b09a82,medium,no,
6dd13980-dc9a-0133-4ad3-0a81e8b09a82,low,no,
85233f90-deca-0133-d25f-0a81e8b09a82,medium,no,
e5794860-dbdf-0133-466a-0a81e8b09a82,medium,yes,16b67d7f57698455aefbc1ae1b358b50
9d366020-ddf3-0133-1f63-0a81e8b09a82,high,yes,2ca138b991c50dc6696238e5ad800142
f4fb5760-de46-0133-643a-0a81e8b09a82,,yes,59dab7d0a3ee97d939aa8b1a8deec857
c7885f60-d9b3-0133-2dfb-0a81e8b09a82,high,no,
15e3f030-d9aa-0133-83e5-0a81e8b09a82,medium,yes,e55556364d2096578fd153e9800e826f
d71912d0-dbaf-0133-b6a6-0a81e8b09a82,,yes,894ca61c22718617c7e2404f582153da
eae944f0-dd9c-0133-1a30-0a81e8b09a82,high,yes,970eb38c7b3eb080466052ea994af189
d3f8b030-da2d-0133-8271-0a81e8b09a82,low,no,
a429f200-de50-0133-187d-0a81e8b09a82,medium,no,
3431ba70-dd56-0133-eea5-0a81e8b09a82,low,no,
51d28630-d9db-0133-93d8-0a81e8b09a82,medium,yes,19e384e977796c25780d8c28b12089c4
e120a4e0-d9c4-0133-26c7-0a81e8b09a82,low,no,
815a02e0-d999-0133-7f77-0a81e8b09a82,high,yes,491d82be40d8395e347f9584124bccdd
d75de890-dcc0-0133-5233-0a81e8b09a82,medium,yes,a4d5b8b38f9513825d0d94a981ebe962
8166f680-ded8-0133-8500-0a81e8b09a82,,no,
b95e76e0-db0b-0133-ba2c-0a81e8b09a82,high,yes,cc2b26cc436bea36bda3bdd7367c411a
d97dce10-da54-0133-40d4-0a81e8b09a82,medium,yes,2173ff3afd8d28192f7cf119af201940
5e464010-dca2-0133-d619-0a81e8b09a82,high,yes,ac47656fd51c2cd8037057262c910dc4
befed170-de2c-0133-70dd-0a81e8b09a82,medium,yes,ccd7528fb38f16077360c5b67c9700c4
8f76dae0-db3a-0133-4fcc-0a81e8b09a82,low,no,
8b070db0-de17-0133-0485-0a81e8b09a82,medium,yes,7aecc34a90868aac810bf3693b11534e
5b993fa0-d990-0133-5a35-0a81e8b09a82,high,yes,a12a16280e22220f9354333f6fe1b22a
9e02ae30-da15-0133-9be6-0a81e8b09a82,low,no,
84da5760-db24-0133-12be-0a81e8b09a82,medium,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8
2a56b270-df09-0133-0e48-0a81e8b09a82,medium,yes,7bb15eefb19ed09c59349baad7e8469e
d7b1bd80-dbda-0133-8383-0a81e8b09a82,medium,yes,375017ea3a1a97f5ea676def873bb25b
8b3ce820-d8d0-0133-5758-0a81e8b09a82,low,yes,3833bd699e7afe4665b595f282da0387
bb6db3c0-deeb-0133-1ec1-0a81e8b09a82,high,yes,41ba88cfd476ee8d5e3d9f7cea62f051
165f15e0-dcc2-0133-58de-0a81e8b09a82,medium,yes,d71c4164c99a5f9bca773e755a72f40f
be5b7000-df39-0133-99e7-0a81e8b09a82,low,yes,afea0e0169a98ee264db2ddb1c6e6a34
81d49800-daf8-0133-f1fa-0a81e8b09a82,medium,no,
d7bcc300-def6-0133-a893-0a81e8b09a82,medium,yes,38a15ceadcdd6d4db16a88fa1a72b083
94f95ee0-de79-0133-ce64-0a81e8b09a82,low,no,
556e4060-da2d-0133-805b-0a81e8b09a82,,no,
9f3c1a20-da46-0133-0d1a-0a81e8b09a82,low,yes,5db2c8d6539f983e1ca3d7c5b939e190
75487830-d970-0133-92a1-0a81e8b09a82,medium,yes,c1b670eba9ccb65e7c99f7da116d5b9c
71dcdc10-da4a-0133-f497-0a81e8b09a82,medium,yes,00bff17fca67555d8d86e8ead86dcd70
c5128510-d8f8-0133-b592-0a81e8b09a82,low,yes,04c82eae29e1c4a30eac0710b74ab276
ebb18cc0-df03-0133-ca11-0a81e8b09a82,low,yes,897ef18a9321616495831a4b4b0c1bb2
9317e340-daf7-0133-81e8-0a81e8b09a82,medium,no,
74179be0-da7c-0133-7407-0a81e8b09a82,medium,yes,970eb38c7b3eb080466052ea994af189
5ec88f10-dd54-0133-9c7a-0a81e8b09a82,high,yes,132aa9e82c5d4c8a395342d0a6e22c5c
382c1bb0-da3e-0133-cba0-0a81e8b09a82,high,yes,375017ea3a1a97f5ea676def873bb25b
daf9c8f0-db17-0133-3773-0a81e8b09a82,medium,yes,970eb38c7b3eb080466052ea994af189
1a45dca0-dba4-0133-30cb-0a81e8b09a82,high,yes,847165cfda6b1dc82ae22b967da8af2f
be9b28c0-de31-0133-3c08-0a81e8b09a82,low,no,
55a2ea30-d8ce-0133-66f1-0a81e8b09a82,low,no,
b58bea40-da58-0133-cdc7-0a81e8b09a82,medium,yes,1295a187473fd2f53427769fc7a4c02e
b92c0df0-d956-0133-8c7b-0a81e8b09a82,no,no,
ec006780-da50-0133-3807-0a81e8b09a82,medium,yes,e7b3e1c6a32c7247cd4857e4c3574165
9855cc40-d93e-0133-c1b4-0a81e8b09a82,medium,yes,c34f03aa0a9c6edbe8ec50f4fa3687a8
ac162340-d93c-0133-bf8b-0a81e8b09a82,high,yes,ced804d972b03cca6d523ec8925a7943
db203790-db3a-0133-50eb-0a81e8b09a82,medium,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8
4fd4cc10-d989-0133-9c34-0a81e8b09a82,low,yes,d71c4164c99a5f9bca773e755a72f40f
927500a0-da4d-0133-78ec-0a81e8b09a82,medium,no,
53cb85e0-de26-0133-5f5f-0a81e8b09a82,high,yes,775190277a849cba701b306a7b374c0a
378a8460-db20-0133-5d1b-0a81e8b09a82,medium,yes,36ac256201657eeaa67ee95aaae3cd54
332d0050-dc8e-0133-4b12-0a81e8b09a82,high,yes,41b2978a2c07c5f477e60f26372d6c85
d731e050-dc72-0133-869f-0a81e8b09a82,medium,no,
c9826600-db21-0133-0f4f-0a81e8b09a82,medium,yes,781f5d3a80812531fdc81125a527a626
8f7c20b0-d9ae-0133-2ce2-0a81e8b09a82,low,yes,fcaf4aac737e53ad24b9f32f08b8740f
db601a70-da15-0133-9ce3-0a81e8b09a82,medium,no,
e9551c60-dab4-0133-99a8-0a81e8b09a82,high,yes,3833bd699e7afe4665b595f282da0387
8c0be590-da28-0133-740d-0a81e8b09a82,low,no,
e6480640-dba1-0133-292e-0a81e8b09a82,,yes,a2a9fbe67b4aa2b551ba0f3adac90a99
b5ee6940-da32-0133-b4f4-0a81e8b09a82,high,yes,ec3d88b2fd083b870b8c5a603898ed39
a90f5f50-da3e-0133-ce13-0a81e8b09a82,medium,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8
cc3520b0-da33-0133-abe4-0a81e8b09a82,medium,no,
bd3a6f90-de3c-0133-5f21-0a81e8b09a82,high,no,
1771baa0-d919-0133-2471-0a81e8b09a82,medium,no,
a5f23f10-dcc1-0133-56a1-0a81e8b09a82,medium,no,
f69002c0-dcb8-0133-9e49-0a81e8b09a82,high,yes,16b67d7f57698455aefbc1ae1b358b50
ccd63d40-da56-0133-c0bc-0a81e8b09a82,,yes,cc2b26cc436bea36bda3bdd7367c411a
7fa98ad0-dcbe-0133-3364-0a81e8b09a82,medium,yes,861a9b9151e11362eb3c77ca914172d0
1c4361d0-d8e6-0133-bd7b-0a81e8b09a82,,yes,ced804d972b03cca6d523ec8925a7943
bd799000-db02-0133-579e-0a81e8b09a82,high,no,
1182fbf0-d9d0-0133-17fa-0a81e8b09a82,,yes,141ddda0f613da65a280521247de0e9f
c65e7040-d997-0133-77ed-0a81e8b09a82,medium,no,
4d210240-da58-0133-d8fb-0a81e8b09a82,medium,yes,c3b5ebd7b88c20786f11e87846c7d6ae
f78b6520-d983-0133-7d37-0a81e8b09a82,high,no,
820dd750-da58-0133-da57-0a81e8b09a82,medium,yes,a33662485eb4ad97096183db945308f4
8a8dba60-da2d-0133-814b-0a81e8b09a82,low,yes,90c5430dbc810aec8695af2f1f4c42e8
89ba9600-da3a-0133-dce1-0a81e8b09a82,medium,yes,e49986dae76619a3941d280ee14d38ae
b3685ce0-da11-0133-91b0-0a81e8b09a82,medium,yes,ec3d88b2fd083b870b8c5a603898ed39
8811aa30-da67-0133-b064-0a81e8b09a82,high,yes,847165cfda6b1dc82ae22b967da8af2f
e1258fe0-da29-0133-3c8e-0a81e8b09a82,medium,no,
dfd546b0-def5-0133-a60c-0a81e8b09a82,no,yes,77d124811ae6887bd4ff42b0e2b49116
a6661600-dd26-0133-67b8-0a81e8b09a82,low,no,
1ba11d20-d8d3-0133-5f10-0a81e8b09a82,,no,
fa2c0d20-dc5e-0133-acf0-0a81e8b09a82,low,yes,fcaf4aac737e53ad24b9f32f08b8740f
7a2e17a0-d97d-0133-0c72-0a81e8b09a82,high,yes,b24ece3300d2f8ab34f9553e531183d6
182db9e0-d9d5-0133-d244-0a81e8b09a82,no,no,
53c6a740-dc6e-0133-7d78-0a81e8b09a82,low,no,
56c8ffb0-da5b-0133-9b23-0a81e8b09a82,medium,no,
367254c0-df33-0133-764a-0a81e8b09a82,high,yes,049a3f3a2b5f85cb2971ba77ad66e10c
884e6830-dc09-0133-8508-0a81e8b09a82,high,yes,679fb7003e0aedc14891fcd15dd846c5
cffed2a0-d9a0-0133-a292-0a81e8b09a82,low,yes,41b2978a2c07c5f477e60f26372d6c85
3aa0fd70-dcc7-0133-e82b-0a81e8b09a82,high,no,
d070e9f0-da06-0133-0acd-0a81e8b09a82,,yes,7bb15eefb19ed09c59349baad7e8469e
e76b6810-d8d3-0133-6126-0a81e8b09a82,low,yes,b24ece3300d2f8ab34f9553e531183d6
a48a6820-da8d-0133-caf4-0a81e8b09a82,medium,no,
c17e1530-d9a2-0133-ad86-0a81e8b09a82,low,yes,d4624ed8068d24948e18303212593cd6
622429e0-d9a4-0133-1c43-0a81e8b09a82,medium,yes,38a15ceadcdd6d4db16a88fa1a72b083
97a54fc0-da7d-0133-7999-0a81e8b09a82,medium,yes,41b2978a2c07c5f477e60f26372d6c85
83aa1bf0-dccd-0133-fe3b-0a81e8b09a82,no,no,
708cd830-d9d1-0133-c7ae-0a81e8b09a82,high,no,
1c0eaf00-dc01-0133-7b96-0a81e8b09a82,high,no,
408f7100-d954-0133-8742-0a81e8b09a82,low,no,
ab5f7a00-d950-0133-5b02-0a81e8b09a82,low,no,
d9b5cb90-debe-0133-6579-0a81e8b09a82,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190
b3ff0d80-dbd0-0133-ebd9-0a81e8b09a82,,yes,c1b670eba9ccb65e7c99f7da116d5b9c
e8f08be0-dc6a-0133-761c-0a81e8b09a82,medium,yes,2173ff3afd8d28192f7cf119af201940
19036800-da45-0133-9596-0a81e8b09a82,low,yes,6bf4290b983d58ce153af610008846c9
90b8aa70-da8b-0133-581b-0a81e8b09a82,medium,yes,76385cb24e831b3364279b9de5641d8f
e41f4210-da03-0133-043b-0a81e8b09a82,low,yes,77d124811ae6887bd4ff42b0e2b49116
f5a89e90-d95d-0133-76ba-0a81e8b09a82,medium,no,
67018380-dd20-0133-980e-0a81e8b09a82,high,no,
5de1d7f0-db14-0133-f015-0a81e8b09a82,medium,yes,77d124811ae6887bd4ff42b0e2b49116
fe26cd80-d9aa-0133-cb92-0a81e8b09a82,medium,no,
c88bb060-da4e-0133-4da6-0a81e8b09a82,medium,yes,477b53ef09d37f098d5ed74f47fcbaec
d3bb51d0-da77-0133-7c2d-0a81e8b09a82,medium,yes,a2a9fbe67b4aa2b551ba0f3adac90a99
5bd3e270-dad9-0133-39a7-0a81e8b09a82,high,no,
f1d4f200-da55-0133-8d4c-0a81e8b09a82,high,no,
57c09290-da5d-0133-b8d5-0a81e8b09a82,,yes,c34f03aa0a9c6edbe8ec50f4fa3687a8
377c78d0-da71-0133-c6ca-0a81e8b09a82,high,yes,f8984e50675cf61e5ac1ea8f661e0ab2
19d08940-d9d6-0133-d54c-0a81e8b09a82,medium,no,
f7a89770-de6a-0133-72a7-0a81e8b09a82,medium,yes,3161063d378eecc4581c5cdee46a2a6c
e7bec8c0-dcb4-0133-83f5-0a81e8b09a82,medium,no,
4847f9f0-dbab-0133-c833-0a81e8b09a82,high,yes,894ca61c22718617c7e2404f582153da
f8e4aa90-dc59-0133-a53f-0a81e8b09a82,medium,no,
711c2ad0-d953-0133-3f90-0a81e8b09a82,medium,yes,77d124811ae6887bd4ff42b0e2b49116
3770b410-da04-0133-04b7-0a81e8b09a82,low,yes,45033f83b6e0309eca9bcd76917f15d0
e4ab8940-dc80-0133-e54c-0a81e8b09a82,high,yes,a12a16280e22220f9354333f6fe1b22a
f7daaae0-da39-0133-d9f0-0a81e8b09a82,high,no,
da4cff40-dcce-0133-0552-0a81e8b09a82,high,yes,c1b670eba9ccb65e7c99f7da116d5b9c
ec083260-dcc8-0133-f217-0a81e8b09a82,high,no,
34597280-d8e1-0133-b2b1-0a81e8b09a82,low,yes,433df1b945d32f17d9e61cf60a9bd06e
be55b990-dd88-0133-c882-0a81e8b09a82,low,yes,e7b3e1c6a32c7247cd4857e4c3574165
a767e460-de37-0133-51ba-0a81e8b09a82,low,yes,76b0ba6af40991629e20dff36edd02a5
37f7a340-dbc9-0133-a4b7-0a81e8b09a82,low,yes,76b0ba6af40991629e20dff36edd02a5
5973b130-d8c7-0133-9c21-0a81e8b09a82,high,yes,067c85859a63aa6f1c8c936904124dd6
145fb080-dcb5-0133-8504-0a81e8b09a82,low,no,
a1401940-de52-0133-1d9c-0a81e8b09a82,low,yes,970eb38c7b3eb080466052ea994af189
4e377b00-da43-0133-650f-0a81e8b09a82,,yes,ced804d972b03cca6d523ec8925a7943
4f10fd10-de67-0133-9510-0a81e8b09a82,medium,no,
b51084b0-ddaf-0133-b9d9-0a81e8b09a82,high,yes,77d124811ae6887bd4ff42b0e2b49116
8e5e7540-da9b-0133-1dae-0a81e8b09a82,medium,no,
4f263310-de54-0133-220a-0a81e8b09a82,high,yes,781f5d3a80812531fdc81125a527a626
f74d8260-d91e-0133-2b5f-0a81e8b09a82,medium,yes,41b2978a2c07c5f477e60f26372d6c85
e51a86c0-da4f-0133-c32d-0a81e8b09a82,low,yes,970eb38c7b3eb080466052ea994af189
1a0a3bb0-d943-0133-c809-0a81e8b09a82,,no,
913b23b0-d988-0133-9971-0a81e8b09a82,high,no,
ff5d66c0-de17-0133-055b-0a81e8b09a82,low,yes,e2f68bf748aea2c7d2254550c0c92b23
71b081d0-da54-0133-3d67-0a81e8b09a82,medium,yes,d4624ed8068d24948e18303212593cd6
66bd1b90-dcbb-0133-1562-0a81e8b09a82,low,yes,bf7f43295d45cdced048c8126f977b6b
9bfd2680-da32-0133-b466-0a81e8b09a82,medium,no,
e7be8910-dce5-0133-60ff-0a81e8b09a82,high,yes,894ca61c22718617c7e2404f582153da
9e61d530-d984-0133-2fab-0a81e8b09a82,medium,no,
5f8e8e50-da88-0133-ebae-0a81e8b09a82,low,yes,8a7a3f1bce0958ae9f090683e5a925b7
dba5a6f0-daf9-0133-f76e-0a81e8b09a82,low,yes,73d251075a710326ae436d9819246377
c4e95600-db57-0133-faf8-0a81e8b09a82,medium,no,
d6cacbf0-dad8-0133-3860-0a81e8b09a82,high,yes,004431b0c1ce29ff6145307fa23f3f98
d9fde300-d97f-0133-f830-0a81e8b09a82,high,yes,3161063d378eecc4581c5cdee46a2a6c
d87233c0-ded2-0133-df33-0a81e8b09a82,low,yes,a12a16280e22220f9354333f6fe1b22a
89926790-de35-0133-4bd5-0a81e8b09a82,medium,yes,dac2e921c1f887d9efc4c06fa33c1397
9f1a0260-dcd1-0133-99f5-0a81e8b09a82,low,no,
ebdf87d0-da97-0133-3f7e-0a81e8b09a82,high,no,
2af8b3d0-da39-0133-552d-0a81e8b09a82,medium,no,
107cc730-d8d9-0133-92ac-0a81e8b09a82,medium,no,
e42ad9a0-dbcb-0133-9eae-0a81e8b09a82,high,yes,6408c0d7c7faa4ced47fbc8474698126
72567e60-db41-0133-f69b-0a81e8b09a82,high,no,
c8c42270-d9c8-0133-04cb-0a81e8b09a82,medium,no,
858bed50-d98e-0133-f207-0a81e8b09a82,high,no,
89377670-da5d-0133-ebaa-0a81e8b09a82,medium,yes,2173ff3afd8d28192f7cf119af201940
cefeee00-da5a-0133-4018-0a81e8b09a82,low,yes,36675c937946c8a4fc5de7d0b4c850de
f0fdbe00-dbba-0133-5cce-0a81e8b09a82,medium,yes,77d124811ae6887bd4ff42b0e2b49116
ca47e360-d8c9-0133-a34c-0a81e8b09a82,low,no,
70ef0e80-da7b-0133-89f3-0a81e8b09a82,low,no,
fd69a700-dd31-0133-2881-0a81e8b09a82,low,no,
2ef16e80-dcc3-0133-efef-0a81e8b09a82,medium,yes,31bf3181813e21ffdfd76b5881fab066
f3e60650-d99e-0133-9977-0a81e8b09a82,no,yes,36ac256201657eeaa67ee95aaae3cd54
4b6392e0-dcc3-0133-f06e-0a81e8b09a82,high,yes,2173ff3afd8d28192f7cf119af201940
34214730-d95f-0133-7895-0a81e8b09a82,medium,yes,ced804d972b03cca6d523ec8925a7943
df381a50-de50-0133-1901-0a81e8b09a82,medium,yes,b42566382f2d3deeca56d3667004fc9e
919d86c0-da5e-0133-69cf-0a81e8b09a82,no,yes,fcaf4aac737e53ad24b9f32f08b8740f
94b40f90-daef-0133-1349-0a81e8b09a82,medium,yes,76b0ba6af40991629e20dff36edd02a5
9eeb2270-d8db-0133-99fa-0a81e8b09a82,medium,no,
b090b4a0-dcd1-0133-9a6e-0a81e8b09a82,low,yes,f2ecf36d7eb0a4225974fc6c4f48cfcb
34a35d70-dce4-0133-d642-0a81e8b09a82,medium,no,
a0735300-dd78-0133-d9ef-0a81e8b09a82,medium,yes,0de6170ccbed08e62b2e5862d5846a43
fd6fce20-da1f-0133-fdaf-0a81e8b09a82,,yes,132aa9e82c5d4c8a395342d0a6e22c5c
dcda8ee0-daf1-0133-43b6-0a81e8b09a82,medium,yes,776bf47111206d31ccf835650e1054cc
c3f6baa0-dbc7-0133-9ece-0a81e8b09a82,medium,yes,2ca138b991c50dc6696238e5ad800142
caae6c90-da1e-0133-f912-0a81e8b09a82,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190
57cd3be0-da50-0133-c69e-0a81e8b09a82,medium,yes,f5bc91b67dc30ad204158092116c4ed2
8efd0230-d986-0133-399a-0a81e8b09a82,medium,yes,847165cfda6b1dc82ae22b967da8af2f
7425b580-ddaa-0133-526a-0a81e8b09a82,medium,yes,5e93fd1a58c8a67b295f69d87d1a940d
e0d81250-de3b-0133-5cbf-0a81e8b09a82,medium,no,
ca7ab6e0-d986-0133-3ab9-0a81e8b09a82,high,yes,3161063d378eecc4581c5cdee46a2a6c
eaacb7d0-da49-0133-0044-0a81e8b09a82,medium,yes,477b53ef09d37f098d5ed74f47fcbaec
fa362370-dcae-0133-a6f1-0a81e8b09a82,no,no,
5176b520-ded9-0133-861d-0a81e8b09a82,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190
914f8db0-dbac-0133-cc0d-0a81e8b09a82,low,yes,76385cb24e831b3364279b9de5641d8f
c4955490-dad8-0133-382b-0a81e8b09a82,medium,no,
6dcb5cf0-de3f-0133-7072-0a81e8b09a82,high,yes,45033f83b6e0309eca9bcd76917f15d0
b72b90b0-d967-0133-72d5-0a81e8b09a82,low,no,
90b46b40-db25-0133-518a-0a81e8b09a82,high,yes,847165cfda6b1dc82ae22b967da8af2f
ba96e3d0-d9f1-0133-2f4e-0a81e8b09a82,medium,yes,a003702c0cea282e17967772dd83de5e
eb805150-da63-0133-42c0-0a81e8b09a82,low,yes,ac47656fd51c2cd8037057262c910dc4
f1e3b950-de5b-0133-0e39-0a81e8b09a82,medium,yes,edc64316da9707432443c7a4461abe6c
fd6993f0-da07-0133-0dae-0a81e8b09a82,medium,no,
f0e43d30-db03-0133-5cca-0a81e8b09a82,medium,no,
9c631be0-dbb6-0133-4c86-0a81e8b09a82,medium,yes,1295a187473fd2f53427769fc7a4c02e
c395bad0-dccc-0133-f979-0a81e8b09a82,high,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8
fd7b8900-dbc0-0133-d88a-0a81e8b09a82,low,yes,fcaf4aac737e53ad24b9f32f08b8740f
fea631b0-dc0c-0133-a5ec-0a81e8b09a82,low,no,
2e05a490-da95-0133-3864-0a81e8b09a82,no,yes,3161063d378eecc4581c5cdee46a2a6c
a7b7a940-db45-0133-944e-0a81e8b09a82,medium,yes,847165cfda6b1dc82ae22b967da8af2f
fa27a1e0-da4f-0133-c3c3-0a81e8b09a82,,yes,861a9b9151e11362eb3c77ca914172d0
f5d84560-da37-0133-7f8c-0a81e8b09a82,medium,no,
d1f18630-dc23-0133-4b86-0a81e8b09a82,medium,no,
4e87a5d0-de22-0133-567d-0a81e8b09a82,low,yes,e605336f5a43949cb6b18054fd1937f1
caaa5660-dda6-0133-1c98-0a81e8b09a82,medium,yes,086f0063610283d1c23c44bca4ef92c0
a7560e90-de03-0133-c790-0a81e8b09a82,medium,yes,a4d5b8b38f9513825d0d94a981ebe962
adcdd0e0-dcd0-0133-9450-0a81e8b09a82,high,no,
e1865d90-d9a4-0133-1e81-0a81e8b09a82,medium,yes,1a281bf4bd1fe9b2a6e464e508bea167
f08fa230-d979-0133-5654-0a81e8b09a82,low,yes,1a281bf4bd1fe9b2a6e464e508bea167
c48c3f20-db53-0133-e963-0a81e8b09a82,,yes,a003702c0cea282e17967772dd83de5e
ddaa36c0-d96e-0133-0768-0a81e8b09a82,medium,no,
f8f7d100-dce0-0133-c8be-0a81e8b09a82,low,no,
da986ec0-d8c8-0133-a097-0a81e8b09a82,,no,
4f341240-deca-0133-d20c-0a81e8b09a82,medium,no,
fedddd20-dd22-0133-9ba6-0a81e8b09a82,low,no,
e1c41e00-dcc4-0133-f8b1-0a81e8b09a82,medium,no,
9beb4cb0-da0c-0133-299d-0a81e8b09a82,,no,
6c8ad390-da3d-0133-c6cd-0a81e8b09a82,medium,yes,34d80517fe3bc143f9fc850386b8ffd7
b24c6ab0-daf4-0133-2e1e-0a81e8b09a82,high,yes,77d124811ae6887bd4ff42b0e2b49116
a7646920-dd2d-0133-5e5c-0a81e8b09a82,high,yes,800b621aab5dac18f4caef621fa43a49
c87f45e0-da70-0133-c3e7-0a81e8b09a82,no,no,
1337bc60-de6e-0133-7a6f-0a81e8b09a82,medium,no,
f203b610-d971-0133-f551-0a81e8b09a82,medium,no,
d99aefd0-dcb6-0133-6c37-0a81e8b09a82,low,yes,7bb15eefb19ed09c59349baad7e8469e
64374ac0-da97-0133-3e3a-0a81e8b09a82,low,no,
f0edd120-de88-0133-7839-0a81e8b09a82,medium,yes,477b53ef09d37f098d5ed74f47fcbaec
d645c860-dcb6-0133-6c1f-0a81e8b09a82,low,no,
aa6292c0-db57-0133-fab4-0a81e8b09a82,low,yes,e605336f5a43949cb6b18054fd1937f1
7f9d1b90-da65-0133-a2dd-0a81e8b09a82,low,yes,775190277a849cba701b306a7b374c0a
709dbbf0-d9d4-0133-d073-0a81e8b09a82,low,no,
064f6ed0-de45-0133-5f42-0a81e8b09a82,low,yes,7acaed29536648e45ea2b82d45047fcf
61a71d70-db98-0133-4af4-0a81e8b09a82,low,yes,d06dfb43c95b585a89ae556c9221b573
341b1c20-da18-0133-a53f-0a81e8b09a82,low,yes,ced804d972b03cca6d523ec8925a7943
3a7d5700-da17-0133-a15d-0a81e8b09a82,medium,no,
e7803bd0-da4a-0133-22be-0a81e8b09a82,low,yes,ac47656fd51c2cd8037057262c910dc4
74d3b940-dd8d-0133-032f-0a81e8b09a82,medium,yes,ac2588d5d7676a49bdcd038e4a0a0ec5
b381d8f0-d8c5-0133-c094-0a81e8b09a82,medium,no,
f7c9bb40-da22-0133-ebb1-0a81e8b09a82,,no,
c3096730-da2e-0133-a36b-0a81e8b09a82,high,no,
c11df6d0-da74-0133-2be3-0a81e8b09a82,low,no,
dffa7220-d933-0133-41fb-0a81e8b09a82,low,no,
d7a11900-de50-0133-18f0-0a81e8b09a82,high,yes,375017ea3a1a97f5ea676def873bb25b
b68aec30-db48-0133-4439-0a81e8b09a82,medium,no,
d69a2de0-db9d-0133-9981-0a81e8b09a82,medium,yes,894ca61c22718617c7e2404f582153da
e0a3f440-d97e-0133-f3f0-0a81e8b09a82,medium,no,
73cbb230-db9f-0133-9e80-0a81e8b09a82,low,no,
ed7815a0-d909-0133-d33c-0a81e8b09a82,high,yes,45033f83b6e0309eca9bcd76917f15d0
720bc490-da7b-0133-89fb-0a81e8b09a82,medium,yes,90c5430dbc810aec8695af2f1f4c42e8
c3e05cb0-dd7f-0133-c1df-0a81e8b09a82,high,yes,375017ea3a1a97f5ea676def873bb25b
8b0ec580-da2b-0133-474c-0a81e8b09a82,medium,yes,477b53ef09d37f098d5ed74f47fcbaec
c10108d0-d9ab-0133-1cb2-0a81e8b09a82,high,no,
56a7eda0-d994-0133-a3ed-0a81e8b09a82,low,no,
7447ac50-da49-0133-fc37-0a81e8b09a82,medium,yes,dac2e921c1f887d9efc4c06fa33c1397
e5cbdbb0-d9a5-0133-53d8-0a81e8b09a82,medium,yes,ccd7528fb38f16077360c5b67c9700c4
c9f6f340-db4a-0133-dc32-0a81e8b09a82,medium,yes,b24ece3300d2f8ab34f9553e531183d6
dc3ad420-da3b-0133-e094-0a81e8b09a82,low,yes,38a15ceadcdd6d4db16a88fa1a72b083
81ba8880-dbd8-0133-0500-0a81e8b09a82,medium,yes,3ddea1b52e520996e4ec9fb70dc8b86b
a170e9b0-dcb9-0133-0bdc-0a81e8b09a82,medium,yes,861a9b9151e11362eb3c77ca914172d0
5fc49ce0-dada-0133-5d66-0a81e8b09a82,low,yes,141ddda0f613da65a280521247de0e9f
a67b79c0-dd6f-0133-0115-0a81e8b09a82,high,yes,b24ece3300d2f8ab34f9553e531183d6
a40a1b10-d949-0133-1a32-0a81e8b09a82,medium,no,
